IdShip,ShipSource,ShipName,ShipDateMonth,ShipDateYear,ShipTakenLocation,ShipLastage,ShipTonnage,ShipAge,ShipCrewTot,ShipCrewNat,ShipMustPlace,ShipOwnRes,ShipOwnGender,ShipSkipPart,ShipJournEnd,ShipJournBegin,ShipConstrPlace,ShipMustRole,ShipComments,period_coding,OR_place,OR_country,OR_region,OR_northsouth,OR_latitude,OR_longitude,OR_google,OR_coastalKM,OR_coastalclass,OR_placeclass,JE_place,JE_country,JE_region,JE_northsouth,JE_latitude,JE_longitude,JE_google,JE_coastalKM,JE_coastalclass,JE_placeclass,JB_place,JB_country,JB_region,JB_northsouth,JB_latitude,JB_longitude,JB_google,JB_coastalKM,JB_coastalclass,JB_placeclass,SHIP_CONV_TONNAGE,OR_histpol,JE_histpol,JB_histpol,OR_altscan
6975,467,Two Friends,,1782,New York,,50,,22,"Irish, English, American","St Thomas, St Croix",St Croix,Male,No,Virginia,St Croix,Ireland,FALSE,,2,"St Croix, Virgin Islands",Virgin Islands,Caribbean,AM,17.73378372,-64.73594666,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=17.733783722,-64.735946655",7.43,coastal,p,Virginia,USA,NorthAm,AM,38.003352,-79.458504,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=38.003352,-79.458504",159.52,coastal,R,"St Croix, Virgin Islands",Virgin Islands,Caribbean,AM,17.73378372,-64.73594666,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=17.733783722,-64.735946655",7.43,coastal,p,50,Danish/British Empire,USA,Danish/British Empire,
6976,467,Two Friends,,1780,New York,,40,,9,4 Bermudians,"8 at Bermuda, 1 at Turk's Island",Bermuda,Male,No,New York,Turk's Island,,FALSE,"Mate and master very likely to be related - uncertainty on course, see log.",2,Bermuda,Bermuda,Caribbean,AM,32.301029,-64.795998,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=32.301029,-64.795998",2.88,coastal,C,New York,USA,NorthAm,AM,40.71455,-74.007118,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=40.71455,-74.007118",5.28,coastal,P,Turks and Caicos,Turks and Caicos,Caribbean,AM,21.694025,-71.797928,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=21.694025,-71.797928",13.63,coastal,r,40,British Empire,USA,French Empire,
6977,467,Two Sisters,,1781,New York,,80,,8,all French,all at Philadelphia,Philadelphia but a subject to the king of France,Male,No,Cape Francois,Philadelphia,Massachusetts,TRUE,4 passengers.,2,"Philadelphia, PA",USA,NorthAm,AM,39.95227814,-75.1624527,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.952278137,-75.162452698",9.11,coastal,P,Cap Haitien,Haiti,Caribbean,AM,19.75621,-72.199669,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=19.75621,-72.199669",7.56,coastal,P,"Philadelphia, PA",USA,NorthAm,AM,39.95227814,-75.1624527,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.952278137,-75.162452698",9.11,coastal,P,80,USA,French Empire,USA,
6978,467,Two Sisters,,1782,New York,,45,,7,"2 Americans, 5 English and Irish","6 at Philadelphia, 1 at Keedy Island",the said Robert Logan [sole owner] was born in Ireland & that he does not know where the proper places of Residemce of the said Robert Logan is.,Male,No,New York,Philadelphia,,TRUE,"Sole owner. Watts on Cochran: "he verily believes the said James Cochran is a good & loyal subject of his majesty King George the Third."""ole owner. Watts on Cochran: "he verily believes the said James Cochran is a good & loyal subject of his m""le owner. Watts on Cochran: "he verily believes the said James Cochran is a ""e owner. Watts on Cochran: "he verily believes "" owner. Watts on Co",2,Ireland,Ireland,Brit,NE,53.430361,-8.326615,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.430361,-8.326615",46.92,coastal,C,New York,USA,NorthAm,AM,40.71455,-74.007118,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=40.71455,-74.007118",5.28,coastal,P,"Philadelphia, PA",USA,NorthAm,AM,39.95227814,-75.1624527,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.952278137,-75.162452698",9.11,coastal,P,45,Kingdom of Ireland,USA,USA,
6979,467,Two Rachels,,1782,New York,,80,,15,all French & American,"partly at Philadelphia, partly at Cape Francois",Philadelphia,Male,No,Philadelphia,Cape Francois,,FALSE,,2,"Philadelphia, PA",USA,NorthAm,AM,39.95227814,-75.1624527,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.952278137,-75.162452698",9.11,coastal,P,"Philadelphia, PA",USA,NorthAm,AM,39.95227814,-75.1624527,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.952278137,-75.162452698",9.11,coastal,P,Cap Haitien,Haiti,Caribbean,AM,19.75621,-72.199669,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=19.75621,-72.199669",7.56,coastal,P,80,USA,USA,French Empire,
6980,467,Two Pollys,,1779,New York,,50,,13,"4 Americans, 1 Italian, 1 French, 7 English & Irish",all at Baltimore,Baltimore,Male,No,St Eustatias,Baltimore,,FALSE,,2,"Baltimore, MD",USA,NorthAm,AM,39.290581,-76.609261,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.290581,-76.609261",9.35,coastal,P,Sint Eustatius,Sint Eustatius,Caribbean,AM,17.4890306,-62.973555,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=17.4890306,-62.973555",8.88,coastal,R,"Baltimore, MD",USA,NorthAm,AM,39.290581,-76.609261,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.290581,-76.609261",9.35,coastal,P,50,USA,Dutch Empire,USA,
6981,468,Union,,1779,New York,,200,,12,"8 English, 4 Americans",all at Charlestown,Charlestown,Male,No,Boston,Charlestown,Rhode Island,FALSE,,2,"Charleston, SC",USA,NorthAm,AM,32.781151,-79.931602,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=32.781151,-79.931602",2.4,coastal,P,"Boston, MA",USA,NorthAm,AM,42.358662,-71.05674,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=42.358662,-71.05674",5.76,coastal,P,"Charleston, SC",USA,NorthAm,AM,32.781151,-79.931602,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=32.781151,-79.931602",2.4,coastal,P,200,USA,USA,USA,
6982,468,Union,,1781,New York,,,,20,Chiefly English and Irish,all at Ireland,he does not know and hath never heard who where the owners,,No data on form,which port he does not know,York River,,FALSE,,2,x,x,x,x,,,,,x,x,no fixed place,x,x,x,,,,,x,x,"York River, VA",USA,NorthAm,AM,37.34454346,-76.62511444,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=37.344543457,-76.625114441",9.36,coastal,r,,unclassified,unclassified,USA,
6983,468,Union,8,1779,Isle of Sheppy,,80,,11,"Different nations, some english, some americans, some foreigners","all at Boston, Virginia, Holland",Boston,Male,No,Boston,Amsterdam,,FALSE,"Master is a quaker.1 passenger, a German merchant",2,"Boston, MA",USA,NorthAm,AM,42.358662,-71.05674,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=42.358662,-71.05674",5.76,coastal,P,"Boston, MA",USA,NorthAm,AM,42.358662,-71.05674,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=42.358662,-71.05674",5.76,coastal,P,Amsterdam,Netherlands,Ned,NE,52.373081,4.89333,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=52.373081,4.89333",28.61,coastal,P,80,USA,USA,Netherlands,
6984,468,Ulysses,,1782,New York,,70,,10,"some Americans, the rest English and Irish",all at Baltimore,Philadelphia,Male,No,New York,Baltimore,,FALSE,,2,"Philadelphia, PA",USA,NorthAm,AM,39.95227814,-75.1624527,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.952278137,-75.162452698",9.11,coastal,P,New York,USA,NorthAm,AM,40.71455,-74.007118,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=40.71455,-74.007118",5.28,coastal,P,"Baltimore, MD",USA,NorthAm,AM,39.290581,-76.609261,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.290581,-76.609261",9.35,coastal,P,70,USA,USA,USA,
6985,468,L'Ulalie,1,1780,Jersey,,45,,6,all French,all at Bordeaux,Nantes,Male,No,Landernous,Libourne,Nantes,FALSE,,2,Nantes,France,Fra,SE,47.218109,-1.55306,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=47.218109,-1.55306",17.3,coastal,P,Landerneau,France,Fra,SE,48.45018,-4.24984,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.45018,-4.24984",10.18,coastal,P,Libourne,France,Fra,SE,44.911301,-0.24357,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.911301,-0.24357",32.99901966,waterway,P,45,France,France,France,
6986,468,Ulrick Harman of Mackom,3,1781,Oakhampton/Plymouth,,150,7,6,"Dutch, different nations","Amsterdam, Hamburg and other places",Mackom,Male,Yes,Mackom,St Martins in France,Mackom,TRUE,The muster role is from Altona.,2,Makkum,Netherlands,Ned,NE,53.057209,5.40523,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.057209,5.40523",3,coastal,P,Makkum,Netherlands,Ned,NE,53.057209,5.40523,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.057209,5.40523",3,coastal,P,Saint-Martin-de-Re,France,Fra,SE,46.198952,-1.35834,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=46.198952,-1.35834",9.72,coastal,P,150,Netherlands,Netherlands,France,
6987,468,Union of Bordeaux,4,1780,Falmouth,,40,,5,all French,all at Bordeaux,Bordeaux,Male,No,Audierne,Bordeaux,,FALSE,"2 passengers, a french captain, a french pilot.",2,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,Audierne,France,Fra,SE,48.023689,-4.53993,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.023689,-4.53993",0.12,coastal,P,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,40,France,France,France,
6988,468,Union,5,1782,Jersey,,36,,4,all French,"2 at Arcasson, 2 at Bordeaux",Arcasson,Male,Yes,Rhedon,Bordeaux,Rhedon,FALSE,,2,Arcachon,France,Fra,SE,44.659119,-1.16429,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.659119,-1.16429",5.04,coastal,P,Redon,France,Fra,SE,47.65102,-2.08593,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=47.65102,-2.08593",31.14,waterway,P,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,36,France,France,France,
6989,468,Union,,1778,New York,,150,,17,"14 French, 1 American pilot, 2 Italians","16 at Cette, 1 at Chesapeake bay",Paris,Male,No,Petersburgh in Virginia,Cadiz,Cette,TRUE,,2,Paris,France,Fra,SE,48.85693,2.3412,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.85693,2.3412",112.81,inland,P,"Petersburg, VA",USA,NorthAm,AM,37.228149,-77.40348,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=37.228149,-77.40348",15.27,coastal,P,Cadiz,Spain,Medit,SE,36.529861,-6.29024,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=36.529861,-6.29024",4.68,coastal,P,150,France,USA,Spain,
6990,468,Union,3,1778,Falmouth,,330,,18,all Americans,all at Falmouth Massachusetts,Boston,Male,No,Nantz,Falmouth Massachusetts,London in Middlesex county,FALSE,,2,"Boston, MA",USA,NorthAm,AM,42.358662,-71.05674,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=42.358662,-71.05674",5.76,coastal,P,Nantes,France,Fra,SE,47.218109,-1.55306,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=47.218109,-1.55306",17.3,coastal,P,"Falmouth, MA",USA,NorthAm,AM,41.553348,-70.618111,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=41.553348,-70.618111",7.32,coastal,P,330,USA,France,USA,
6991,468,Union,,1778,New York,,30,,7,all American,all at Charlestown,Massachusetts Bay,Male,No,Bedford,Hispaniola,Massachusetts Bay,FALSE,,2,Massachusetts,USA,NorthAm,AM,42.062448,-71.718186,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=42.062448,-71.718186",34.08,coastal,r,"Bedford, MA",USA,NorthAm,AM,42.49189,-71.281471,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=42.49189,-71.281471",19.88,coastal,P,Haiti,Haiti,Caribbean,AM,19.054425,-73.045971,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=19.054425,-73.045971",12.16,coastal,C,30,USA,USA,French Empire,
6992,469,Unity,,1778,New York,,80,,6,Americans,all at Georgia,State of Georgia,,No,Martinique,Georgia,,FALSE,,2,Georgia,USA,NorthAm,AM,32.678275,-83.22295,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=32.678275,-83.22295",156.03,coastal,R,Martinique,Martinique,Caribbean,AM,14.630625,-61.02281,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=14.630625,-61.02281",2.87,coastal,C,Georgia,USA,NorthAm,AM,32.678275,-83.22295,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=32.678275,-83.22295",156.03,coastal,R,80,USA,French Empire,USA,
6993,469,Uranie,3,1779,Bristol,,300,7,19,all French,all at Bordeaux,Bordeaux,Male,No,Bordeaux,Port au Prince,Bordeaux,TRUE,,2,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,Port au Prince,Haiti,Caribbean,AM,18.543619,-72.339706,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=18.543619,-72.339706",4.92,coastal,P,300,France,France,French Empire,
6994,469,Unity,,1781,New York,,112,1,12,"2 Negroes, 3 Americans, 7 of Great Britain or Ireland",all at Broadway Virginia,Peterburgh Virginia,Male,Yes,Portsmouth New Hampshire,Broadway Virginia,Virginia,FALSE,,2,"Petersburg, VA",USA,NorthAm,AM,37.228149,-77.40348,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=37.228149,-77.40348",15.27,coastal,P,"Portsmouth, NH",USA,NorthAm,AM,43.070622,-70.772118,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.070622,-70.772118",4.07,coastal,P,"Broadway, VA",USA,NorthAm,AM,38.6131746,-78.7989124,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=38.6131746,-78.7989124",321,waterway,p,112,USA,USA,USA,
6995,469,Unity,5,1778,Jersey,,135,,8,all Americans,all at Newbury Port,Newbury Port,Male,No,Bilboa,Savannah,Plymouth Massachusetts,TRUE,"Very meticulously held log, in neat hand, seemingly by the mate. Drawing and nonsensical writing in the back. Pic taken.",2,"Newburyport, MA",USA,NorthAm,AM,42.812038,-70.872963,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=42.812038,-70.872963",1.19,coastal,P,Bilbao,Spain,Medit,SE,43.26865,-2.94612,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.26865,-2.94612",15.2,coastal,P,"Savannah, Georgia",USA,NorthAm,AM,32.08091,-81.091186,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=32.08091,-81.091186",21.51,coastal,P,135,USA,Spain,USA,
6996,469,Unity,,1779,New York,,80,,23,Americans,all at Newbury Port,Massachusetts Bay,,,Newbury Port,St Croix,,FALSE,5 passengers.,2,Massachusetts,USA,NorthAm,AM,42.062448,-71.718186,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=42.062448,-71.718186",34.08,coastal,r,"Newburyport, MA",USA,NorthAm,AM,42.812038,-70.872963,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=42.812038,-70.872963",1.19,coastal,P,"St Croix, Virgin Islands",Virgin Islands,Caribbean,AM,17.73378372,-64.73594666,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=17.733783722,-64.735946655",7.43,coastal,p,80,USA,USA,Danish/British Empire,
6997,469,Unity,,1781,New York,,,,7,all Americans,all at Kent upon Delaware,Philadelphia,Male,No,Wilmington,Kent upon Delaware,,FALSE,4 passengers.,2,"Philadelphia, PA",USA,NorthAm,AM,39.95227814,-75.1624527,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.952278137,-75.162452698",9.11,coastal,P,"Wilmington, Delaware",USA,NorthAm,AM,39.740231,-75.550842,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.740231,-75.550842",6.21,coastal,P,"Kent County, Delaware",USA,NorthAm,AM,39.09590912,-75.50405884,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.095909119,-75.504058838",10.14,coastal,r,,USA,USA,USA,
6998,469,Utile,,1778,New York,,200,,16,"3 French, 13 Italians",all at Marseilles,Marseilles,Male,No,St Pierre de Miquelon,Marseilles,Marseilles,FALSE,,2,Marseille,France,Fra,SE,43.293701,5.37247,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.293701,5.37247",11.88,coastal,P,Saint-Pierre-et-Miquelon,Canada,NorthAm,AM,46.8852,-56.3159,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=46.8852,-56.3159",11.16,coastal,P,Marseille,France,Fra,SE,43.293701,5.37247,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.293701,5.37247",11.88,coastal,P,200,France,British/French Empire,France,
6999,469,St Ursula,8,1780,Liverpool,,45,,5,"4 French, 1 Spanish",all at St Sebastian,St Sebastian,Male,No,Bordeaux,St Sebastian,French built,FALSE,sole owner.,2,San Sebastian,Spain,Medit,SE,43.317379,-1.9794,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.317379,-1.9794",11.88,coastal,P,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,San Sebastian,Spain,Medit,SE,43.317379,-1.9794,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.317379,-1.9794",11.88,coastal,P,45,Spain,France,Spain,
7000,470,Vainqueur,3,1779,Dartmouth,,420,,21,all French,all at Bordeaux,Bordeaux,Male,No,Bordeaux,St Louis in America,Bordeaux,TRUE,"3 passengers, all french merchants.",2,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,"Bay St Louis, Mississippi",USA,NorthAm,AM,30.305326,-89.333322,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=30.305326,-89.333322",1,coastal,p,420,France,France,USA,
7001,470,Valck of Ostend,9,1780,Plymouth,,60,,6,all Ostenders,all at Dunkirk,Dunkirk,Male,No,Grandville,Bordeaux,,FALSE,,2,Dunkirk,France,Fra,SE,51.037048,2.37679,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.037048,2.37679",2.75,coastal,P,Granville-sur-Mer,France,Fra,SE,48.838661,-1.59848,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.838661,-1.59848",1.8,coastal,P,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,60,France,France,France,
7002,470,Vaillant,6,1781,Dartmouth,,112,,11,"7 French, 4 Italian",all at Bayonne,Bayonne,Male,No,Bayonne,St Domingo,Morlaix or some place near it,FALSE,,2,Bayonne,France,Fra,SE,43.49287,-1.47627,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.49287,-1.47627",10.17,coastal,P,Bayonne,France,Fra,SE,43.49287,-1.47627,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.49287,-1.47627",10.17,coastal,P,Haiti,Haiti,Caribbean,AM,19.054425,-73.045971,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=19.054425,-73.045971",12.16,coastal,C,112,France,France,French Empire,
7003,470,Vaillant,1,1779,Bristol,,270,,35,all French,all at Bordeaux,Bordeaux,Male,No,Bordeaux,Cayenne,Bordeaux,TRUE,"6 passengers, 2 planters, 1 wife, 1 miss, 1 child, 1 soldier.",2,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,Cayenne,French Guyana,SouthAm,AM,4.94173,-52.320888,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=4.94173,-52.320888",5.76,coastal,P,270,France,France,French Empire,
7004,470,Veranderen,11,1778,Dover,,120,1,5,all Prussians,all at Embden,Embden,Male,No,Dunkirk,Bordeaux,Embden,FALSE,Master is burgher in Appingdam,2,Emden,Germany,Ger,NE,53.366829,7.20573,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.366829,7.20573",12.23,coastal,P,Dunkirk,France,Fra,SE,51.037048,2.37679,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.037048,2.37679",2.75,coastal,P,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,120,German Kingdoms,France,France,
7005,470,Venus,4,1781,Liverpool,,100,,16,all Americans,all at Potomac river,Fredericksburgh Virginia,Male,No,Fredericksburgh Virginia,Bordeaux,,FALSE,"Chief mate is the brother of the owner. 1 passenger, an american returning from France.",2,"Fredericksburg, VA",USA,NorthAm,AM,38.300892,-77.459137,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=38.300892,-77.459137",14.69,coastal,P,"Fredericksburg, VA",USA,NorthAm,AM,38.300892,-77.459137,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=38.300892,-77.459137",14.69,coastal,P,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,100,USA,USA,France,
7006,470,Venus,,1782,New York,,290,,27,"Swedes, Danes, Norwegians, English",all at London and Portsmouth England,Folkstone in Kent,Male,Yes,Williamsburgh,Ostend,Folkstone in Kent,FALSE,2 passengers,2,"Folkstone, Kent",England,Brit,NE,51.084431,1.17794,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.084431,1.17794",3.84,coastal,P,"Williamsburg, VA",USA,NorthAm,AM,37.2756,-76.709717,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=37.2756,-76.709717",4.53,coastal,P,Ostende,Belgium,Ned,NE,51.231258,2.9127,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.231258,2.9127",7.56,coastal,P,290,Great Britain,USA,United Provinces/Southern Netherlands,
7007,470,Venus,10,1777,Plymouth,,160,,12,all French,"2 at Bordeaux, 2 at Blaye, 8 at St Martins on Isle of Rhe",Baltimore,Male,No,Baltimore,Bordeaux,Limerick in Ireland,FALSE,"4 passengers, 2 american women. There was a mutiny underway when the crew discovered where they were going and they were put before a commisary in St Martin, and later put under guard.",2,"Baltimore, MD",USA,NorthAm,AM,39.290581,-76.609261,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.290581,-76.609261",9.35,coastal,P,"Baltimore, MD",USA,NorthAm,AM,39.290581,-76.609261,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.290581,-76.609261",9.35,coastal,P,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,160,USA,USA,France,
7008,470,Venus,,1782,New York,,100,,25,Chiefly Americans,"Havanna, partly at Boston",Boston,Male,No,Boston,Havanna,,TRUE,,2,"Boston, MA",USA,NorthAm,AM,42.358662,-71.05674,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=42.358662,-71.05674",5.76,coastal,P,"Boston, MA",USA,NorthAm,AM,42.358662,-71.05674,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=42.358662,-71.05674",5.76,coastal,P,Havana,Cuba,Caribbean,AM,23.132111,-82.367493,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=23.132111,-82.367493",4.07,coastal,P,100,USA,USA,Spanish Empire,
7009,470,Venus,6,1782,London/Portsmouth,,211,,13,all British subjects,"6 at Folkstone, 7 at Ostend",Newport in Flanders,Male,No,St Thomas,Ostend,,FALSE,"same as 7006 - the vessel is acquitted of all charges here (according to the other interrogation), and later caught in the Caribbean. 1 passenger, a seafaring man. " Very thorough interrogations!""ame as 7006 - the vessel is ac",2,Nieuport,Belgium,Ned,NE,51.128515,2.750785,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.128515,2.750785",4,coastal,p,"St Thomas, Virgin Islands",Virgin Islands,Caribbean,AM,18.34897,-64.930397,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=18.34897,-64.930397",6.84,coastal,P,Ostende,Belgium,Ned,NE,51.231258,2.9127,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.231258,2.9127",7.56,coastal,P,211,United Provinces/Southern Netherlands,Danish/British Empire,United Provinces/Southern Netherlands,
7010,471,Vertumne,7,1778,Liverpool,,350,,31,all French,all at Havre de Grace,Havre,Male,No,Havre de Grace,Port au Prince,Granville,TRUE,,2,Le Havre,France,Fra,SE,49.493488,0.1009,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=49.493488,0.1009",1.92,coastal,P,Le Havre,France,Fra,SE,49.493488,0.1009,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=49.493488,0.1009",1.92,coastal,P,Port au Prince,Haiti,Caribbean,AM,18.543619,-72.339706,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=18.543619,-72.339706",4.92,coastal,P,350,France,France,French Empire,
7011,471,Vertu,5,1781,Penzance,,45,3,4,all French,all at Arcason,Arcason,Male,No,Morlaix,Bordeaux,Redon,TRUE,,2,Arcachon,France,Fra,SE,44.659119,-1.16429,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.659119,-1.16429",5.04,coastal,P,Morlaix,France,Fra,SE,48.577061,-3.82618,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.577061,-3.82618",9.69,coastal,P,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,45,France,France,France,
7012,471,Vertrouwen,3,1781,Portsmouth,40,,,3,"1 Dutch, 2 Prussians",all at Rotterdam,Rotterdam,Male,No,Guernsey for a freight,Caen in France,Workum,FALSE,,2,Rotterdam,Netherlands,Ned,NE,51.922871,4.47849,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.922871,4.47849",37.84770702,waterway,P,Guernsey,England,Brit,NE,49.456451,-2.53543,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=49.456451,-2.53543",5.28,coastal,P,Caen,France,Fra,SE,49.184368,-0.36109,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=49.184368,-0.36109",13.36,coastal,P,80,Netherlands,Great Britain,France,
